"text_id","subject","text","ratingA1","ratingA2","ratingA3","labelA","ratingM1","ratingM2","ratingM3","ratingM4","ratingM5","labelM"
"1245592","Parking","In yesterday's group meeting, it was noted that a number of people have been notified by their existing parking garage that their parking rights will soon be terminated.  If you are in this predicament, and alternative arrangements have not yet been provided to you, please email me back with the details including your current garage name and expected date of parking termination.  I will use this information in an effort to find alternative arrangements.

I hope everyone found yesterday's update beneficial.  Until we get the ""peanuts back on the airplanes"" I would encourage you to bring issues to me such that we can attempt to get them resolved.

Thanks","3","2","2","3","2","2","3","3","3","3"
"1303893","Friends for Life","I want to say that I am very thankful that the Lord has blessed you to be apart of my life.

Let me know what happens to you, on today.  You have soooooo much experience that you can go anywhere.  If I can be of some help let me know.

Patrice I really Love Ron.  My sister-in-law say my eyes were beaming.  I was a good girl.  Henry gets on my nerve sometimes.  I was running late this morning, therefore I did not have enough time this morning.  It would have been oooonnnnnn.  There is so much I would like to disclose to you on today.  I know other things are on your mind.  Let me know when you can take a breathier.  Your brother man is trying to act right, but, I am playing hard ball.  I need to go to Tex, and Denver.","2","1","1","1","1","1","1","2","2","1"
"770416","FERC Requirements for California Market Reporting","Now that the latest round of TW's negotiated rate hearing is behind us, we can re-focus our attention on the monthly reporting requirements imposed by the FERC on July 25, 2001.  Please review the attached document that addresses all the issues that were raised in prior meetings and provide your comments by COB September 7, 2001.

I will then work with Don Powell to gather/compile the data required for the September 30th filing and distribute to the primary reviewers by mid-month.  Once the reviewers have had an opportunity to analyze the data, we can distribute for review and discussion.  If you have any questions, please feel free to contact me.","3","2","2","3","3","2","2","2","2","2"
"43532","Gas flow and prepayment schedule through 3/15/02","Hey team.  ENA should be wiring Reliant $25,000.00 today.

I will be out tomorrow and Christina Sanchez (713-345-7791) will be backing me up.

Christina, tomorrow morning, call Jim Taylor (713-207-1482) by 9:00 AM and let him know if we are taking the gas or not.  If Jim isn't there, ask for the person trading Florida.  Malory (don't know her last name or her number) has been backing Jim up this week.  Reliant has the option of giving us the gas in Z2 or Z3 at a Z2 GD price.  Jim will also let us take different volumes on different days over the weekend, even though it hasn't happened before.

Have a good weekend!","1","1","2","1","2","2","2","3","2","2"
"34113","Was thinking very hard on your 100,000 mile up summary from Friday","Understand that this was clearly a very high level generalization.  But with regard specifally to the risk management teams, my sense is that the London team tends to address things more from a theoretical, academic perspective (raising lots of questions and talking about what ""should be"") and that the Houston team tends to be more action-oriented in the here-and-now (thus my reference to practical).  I think that this probably stems from two factors:  (1) the bank, financial, more formalized risk training that the London staff has had, versus the energy company, more physical commodity oriented, on-the-fly, in-the-trenches type of indoctrination of the Houston team; and (2) the difference in the magnitude of the businesses and the degree of maturity of the Houston and London commodity markets (smaller business with a less rapid and volatile trading environment lends itself to a more reflective, studied approach and a larger, rapidly paced market place creates less time for study and more need for quick, practical solutions).  I think sometimes that the London risk team conveys a feeling of superiority over their Houston counterparts with regard to their risk analysis skill set, their ""theorectical"" approach.  And sometimes the Houston team just wants to know why those London guys can't organize their processes, vacation schedules and holiday staffing to get time deadlines met, ""practical"" solutions that the Houston team has down to a science.   I see a lot of talent on both sides of the Atlantic, and believe that both camps can learn both academic and practical lessons from one another.  I would like to work with you to continue to search for ways to encourage that knowledge exchange and to build a better appreciation for everyone's contributions.

Does this explanation help?  Does it square with your thoughts?  --Sally","2","2","1","1","2","1","1","2","2","1"
"740246","Texas General Land Office Mtg","Prior to the meeting with the Texas General Land Office I think it would be beneficial to have some one accumulate the following information:

1)  What has the load profile for the Markets served by the Texas General Land Office look liked in the past?	  how does the load profile look now and how is the 		load profile expected to change in the future?

2)  If there is swing on an hour to hour basis during the day how will this be managed if HPL no longer provides the Storage service?

Before we make recommendations on how to solve their challenges I think we need to fully understand the services they provide to the various Texas institutions.","1","3","1","1","2","2","1","2","2","1"
"39309","The Houston Expl Dec 2000","Daren:

I'm not sure if you can help me, but I have a Danny Conner deal from December 2000 that has a price issue.

We were buying gas from The Houston Exploration Company on Black Marlin, High Island 138/HPL meter 98663, deal 508426.  The deal was priced at HSC - 0.14.  In December, a new platform came on, High Island 115/HPL meter 986431.  It did not start flowing until the 20th.  Danny did not put a new deal in for this meter, so we combined the gas on deal 508426.  The Houston Exploration thinks that the gas at HI 115 should be kept separate and priced at HSC GD - 0.14 since it did not begin flowing until the 20th.  We agree that we received the gas.  We have the pipeline statement from Black Marlin.  We just don't have the same pricing.  The Houston Exploration shows that we owe them an additional $222k due to this price difference.  We only purchased this gas in Dec 2000 and Jan 2001.  The deal for Jan, 547063, was priced at GD - 0.14.  Can you verify how this deal should be priced?  I sent this issue to Danny back in January and he said the IF price was correct, but The Houston Exploration is sticking to their price.  If you need to talk to their trader, his name is Lester Lipperdt 713-830-6960.

Megan","1","1","1","1","2","1","1","2","1","1"
"1144335","New Years Day","NNG had EDI problems this morning,  Evidently TMS ran out of disc space causing all of the files to get hung up in the HUB for the Final cycle and the ID1 cycle. The help desk was paged at 7:35 a.m. to report the problem , Toby responded, but was having trouble reaching the on call TMS. We did not get a response until 8:55 a.m. from TMS , the EDI files were in the HUB for over two hours. Mary Draemer was very helpful and made follow up calls so we could relay an estimated time frame to our customers when this problem would be resolved. Monday 12/31/2001 we also experienced printer problems , we were told that a print server was down, the Solution Center was redirecting print servers on an individual basis at our work stations. Kathy Washington could not print this morning and had tried to contact someone at the Solution Center, and did not receive a response back for quite a while, we went through the Help desk (Toby) and either he contacted Glen or Glen responded to the earlier page, We had several technical problems to work through this morning, but the most critical problem was trying to reach our support people.","2","2","1","1","1","2","1","1","2","1"
"16168","Gerald Smith","Over the past few months, Enron Global Finance has been evaluating various opportunities where Enron and Smith Graham & Company may be able to work together.  Unfortunately, the process was slowed when our primary contact at Smith Graham, Gabriel Hayes, left the firm earlier this year.  We have since reestablished discussions and the Global Finance Group is preparing a proposal that a portion (about $30 million) of the Enron Cash Balance Plan portfolio be dedicated to an emerging managers portfolio.  One-third of this money ($10 million) would be invested in bonds, which could be placed with Smith Graham, as the fixed-income manager .  (Total Plan assets are about $235 million.)

The proposal will be submitted to the Plan Administrative Committee at its quarterly meeting on May 3rd.  The proposal should be well received as the Committiee has previously requested that  we optimize our existing allocation to minority money managers.  Gerald Smith has been advised that Enron is looking at ways to allocate money to the firm, and that a decision should be reached sometime in May.  We have not communicated the specific details of our intentions as of yet pending the outcome of the May 3rd meeting.

I am available for further discussion at your convenience.","3","3","3","3","2","3","3","2","3","3"
"78869","Cornholios","yeah,  the Offense was very unhuskerlike, except for Crouch, He had 150 yards passing which was fairly good.  The line was not ready for such an aggressive D this early.  I do think TCU has a great Defense as evidenced by their #1 Defense ranking last year. Evidently they had some depth as well becasue they lost half of their starters to Graduation/NFL.  The bright spot was the Defense giving up only 165 yards of TOTal yards.  their only score came on a broken play that went for 67yards.  We were also lucky that Casey Printers pulled a muscle on that play.  We played 2 true freshman alot on the D and they were very good.  The D should be faster and more aggressive than last year.  The Domers think they have a chance now that we only scored 21 on TCU.  I say TCU is better than people think, but I'm glad we didn't open with NotreDame.  I got your pictures.  Your daughter is really cute.

How will the aggies be?","1","2","1","1","2","1","2","1","1","1"
"1256474","","I am aware that promotions were available during this difficult transition time.  I am very dissapointed that I did not receive a promotion this year.  I understand that the process was very different and in light of the company situation it would have probably too much to expect.

I feel that I worked very hard building the Renewable Energy Program, Curve Scrub Down, and particularily since the bankruptcy filing.  I personally feel that I have been treated worse than individuals who are very vocal.  I am not that type of person and will not do those type of things to better myself.  I feel that I have worked very hard and have been looked at as a ""go to person"".  I was the only surviving member of the power desk and have continued to work very hard during the difficult time period since early December 2001.","2","2","1","1","2","2","3","2","3","3"
"108089","Settling with the Pool","I tried to answer you but my response was returned undelivered.  Basically, the pool is agnostic, it pays power producers for the pyhsical energy delivered to the grid and it charges power consumers for energy taken from the grid.  Any financial arrangements between the buyers and sellers are not known to the pool.  The only mechanism the pool uses for physical power transactions is the direct sale mechanism.  The terms and volume of these direct sales are entered in the pool's trading system.  The pool then subracts the volume of the direct sale from the consumers and producers meter and pays/charges the producer/consumer on the net volume (i.e actual production-direct sales or actual consumption-direct sales)","3","2","2","3","1","3","3","2","3","3"
"1293810","TW OBAs","Let's plan on meeting today after Steve's staff meeting to discuss.  The existing imbalances as of the effective date of the tariff OBA will have to be individually negotiated with the party to resolve separate and apart from any imbalance that occurs under the new OBA.  TW's tariff states that if the OBA party does not execute/sign the tariff OBA, they are still subject to the tariff OBA if they physically receive or deliver gas into/out of Transwestern's system. These relationships will have to be managed carefully from all sides to resolve the old imbalances while moving forward with the tariff OBA for new imbalances.

Thanks, Kim.","2","2","3","3","2","3","2","2","3","3"
"289014","Gerald Smith","Over the past few months, Enron Global Finance has been evaluating various opportunities where Enron and Smith Graham & Company may be able to work together.  Unfortunately, the process was slowed when our primary contact at Smith Graham, Gabriel Hayes, left the firm earlier this year.  We have since reestablished discussions and the Global Finance Group is preparing a proposal that a portion (about $30 million) of the Enron Cash Balance Plan portfolio be dedicated to an emerging managers portfolio.  One-third of this money ($10 million) would be invested in bonds, which could be placed with Smith Graham, as the fixed-income manager .  (Total Plan assets are about $235 million.)

The proposal will be submitted to the Plan Administrative Committee at its quarterly meeting on May 3rd.  The proposal should be well received as the Committiee has previously requested that  we optimize our existing allocation to minority money managers.  Gerald Smith has been advised that Enron is looking at ways to allocate money to the firm, and that a decision should be reached sometime in May.  We have not communicated the specific details of our intentions as of yet pending the outcome of the May 3rd meeting.

I am available for further discussion at your convenience.","3","3","3","3","2","2","3","2","3","3"
"68949","MOVE PUSHED UP TO TOMORROW","Received an email last week that the move would take place this Thursday ....

Received an email today (also called and confirmed) that the move will take place TOMORROW during the day

Tom ... I've ordered boxes, and they should be here sometime this afternoon.  It would probably be a good idea to have everything packed before you leave today.  I talked with Delores Sustaita w/the Move Team, and she said that they typically start around 9:00 ... but that might not necessarily be the time that you are moved tomorrow.  She said that they cannot guarantee when which group will be moved, and suggested that the groups not come in since you more than likely won't be able to log in to our computers for most of the day.  What do you think?","3","1","1","1","1","2","2","2","2","1"
"275537","Forecast for 2001","Got your note.  It's a little premature to forecast now - we will have a better idea by April 15 - our timeline for completing our look at a revenue model.  Can we delay until then?  We do have a monthly fee of $16,000 that we are receiving from Bridgeline that, while small, you could include in our revenue line to date.  I am not sure why it is not showing up as income.  Probably because we have been considered a cost center to date.  I suspect that the income is simply being recorded as an offset to one of our cost centers.  By copy of this memo to Brian Heinrich, could you and he figure out where that income is and classify it appropriately so that it shows as revenue?  Since our costs are fully allocated to business units, this should be pure margin.  Hey, you have to start somewhere!

I have a lunch meeting scheduled with Greg Piper on Friday this week. One of the items that I want to discuss with him is how we want to treat expenses that we are incurring while researching the feasibility of this business.  I don't have an answer for you today on what if any costs will not be allocated to the business units.  Next week I can give you more info on that.","2","1","2","1","2","2","2","3","2","2"
"1315126","Daily Lunches","Tom, want me to start ordering lunches just for our group?  I could even take specific orders for what each person likes, and have them bill us or put it on someone's credit card.  I can do that for just the EOL guys, too.  I found out that the deliveries are going to ECN, and the clerks are picking them up from there.  Well, at lunchtime, I could take a dollie with me to carry it all, and/or have Michael Salinas help me.  I don't know ... whatever you'd like.  That's just a suggestion that I have, if you would still like to pull away from the daily lunches for the whole floor.  I've noticed a lot of our guys don't like the lunches, and they sometimes go get food from the Energizer.  We still get billed for their food, even if they don't eat.

Let me know if you'd still like to do this, because it's definitely possible.

Laura

P.S. - I just thought of another suggestion ... I could make Peanut Butter & Jelly sandwiches for us!!!!  YEAH!","2","1","3","2","2","2","2","2","2","2"
"1270698","HYDA  +1","The Hall-Yoder Daily Assessment Index for Tuesday, November 13 and Wednesday, November 14, 2001:  +1

We are finding new footing after a time of  floundering in quicksand.    The solidification of the sense that there is not going to be a quick recovery,  high level remarks about keeping Enron's trading talent intact, and encounters with counterparties like Seattle and Snohomish who seem to take a kind of nonplussed (clueless?) view of the whole situation, all suggest that the storm may be over and we are going to be able to gird up for a long steady march to a different promised land,  Houston toxins notwithstanding.

In the morning, the crow community seemed harassed by the strong winds and were seen heading up river in a southerly direction, while the afternoon provided a view of a large raptor, some kind of hawk, or perhaps an osprey, circling high above the city's downtown core.","2","1","3","2","1","2","2","2","2","1"
"1252967","SoCal Topock Notice","Lindy,

I have made a few suggestions to your letter please review, I wanted to make clear that TW would accept nominations as usual but it would be SoCal's decision to only confirm beginning at the evening cycle. I hope it did not add a negative connotation to your letter because I know you want it to be positive so do not feel obligated to use my suggestions.

I have talked to Mary Draemer about the EDI issue and she will give me a date that TW can start accepting confirmations from SoCal via EDI for the Topock point. Before EDI starts the point could be manually confirmed.

Thanks: John Buchanan","1","1","1","1","2","2","2","3","2","2"
"42274","Northern Border Stipulation","Michael,

Here is the Northern Border Pipeline draft stipulation that ENA is planning to present to the BTRC.  It incorporates the flexibility and features that Enron Canada needs to complete settlements that are in the works with a couple of former netback producers, Birchill and Tenaska.  It also has backup disposition plans for ENA's Northern Border capacity in the event that the Enron Canada deals fall apart.  With respect to future claims, NBPL's posting of the capacity on their website is just another way to find creditworthy shippers that can step into ENA's shoes for the remaining terms of the firm max rate transport agreements.

Ruth","3","3","3","3","3","2","2","3","2","3"
"34529","Priority of signing ISO-NE, NYISO, and PJM Transmission Tariffs","Christi

In preparing our business implementation plan, I am trying to identify and prioritize the relevant transmission agreements for each of the 3 northeast pools.  My assumption is that, for pure internal transactions in each of the three pools, we do not really need to be a signatory to the respective ISO transmission agreements, and thus signing of these transmission agreements is not of the highest priority.  Does this sound correct to you?

My sense is that we only would need to sign on to the ISO transmission tariff to facilitate inter-pool transfers and/or to serve load in the regions.  Does this sound correct to you?

Please email or call me with any insights you might have.","3","3","2","3","2","2","2","2","3","2"
"1107260","Colorado PUC  NOv 1","Mark--one of my colleagues, Bob Frank, is going to be attending the hearing on Thursday morning at the Colorado PUC on my behalf.  Bob has as strong background in regulatory proceedings and will be able to expand on our comments before the Commission if given the ability to present.  (As we had talked about previously, it is very possible the the Commissioners will ask interested parties if they would like to speak---this is a tad less formal than evidentiary proceedings).

I suggested to Bob that you might want to go to the hearing with him since you are officed in Denver and have an interest in the issue.  I'll give you a call on Monday and we'll see what's up in terms of coordinating.  In the meantime, Bob's phone number is  713-853-3180.

Bob--there is a Westin at Tabor Center that is just across the street from Mark's office.  The Commission is about 10-12 blocks away, but I don't think there are any hotels that are effectively any more convenient than this one.","2","2","1","1","2","3","2","1","2","2"
"1268320","Enron Kids Adopt A Child Program","For each of the last 15 years the Enron Kids Committee has chosen an under-privileged HISD elementary school and offered to ""sponsor"" every child in that school.  What we mean by ""sponsor"" is that we outfit the child from head to toe plus give each of them a toy and book.  The presents are then handed out to the children at their school Holiday Party in December.  For most of these kids, it is their only Christmas present.

I am once again coordinating the volunteer / adoption efforts for ETS.  Some ETS departments and employees have already sponsored a child-- thanks for your support.  But thus far, we have only adopted 216 of 468 children.  We need more help!!!!

If you would like to participate, I will coordinate collections and adoptions.  Simply reply back to this email with the amount you would like to contribute.  It costs about $100 to ""sponsor"" each child.  Last year we were able to adopt 18 children.

All the funds collected will be matched by the Enron Foundation.  The matching funds will be used to buy books and computers for the school.   I will also need volunteers for shopping.  If you would like to shop for the kids we sponsor, please let me know.","3","2","3","3","2","3","2","3","3","3"
"31040","Midwest protest filed at FERC","Enron filed a protest at FERC yesterday in the Midwest proceedings - both Alliance RTO and Midwest ISO as well as the National Grid filing pursuing the role of managing member of Alliance.  We asked the FERC to take immediate action giving specific guidance on the essential aspects of an RTO structure based on the SE mediation report by the ALJ (governance, stakeholder process and congestion management using LMP).  After such guidance we suggested that the order require a collaborative process of all parties to work out the details of an RTO to be fully operational by December 15, 2002.

Enron's request goes further than any of those recently filed at FERC by other parties which ask for the MW to be sent to mediation (much like the SE and NE proceedings).  Enron's pleading argues that the ARTO and MISO TOs and stakeholders already had a mediation-type process which resulted in a settlement.  Enron had been the only party to oppose the settlement on the basis that two MW RTOs would not work out the seams agreements sufficiently to make a single MW market.  The filings show in fact that the ""compatible"" protocols and procedures promised by the settlement have not succeeded in their attempts.  The amorphous agreements to agree by the two RTOs are still just that, lacking the detail necessary to assure a seamless MW market.

The FERC has indicated that it will issue a rehearing order in the Alliance RTO proceeding by November.  It is possible that they will also act on the above pleading in that order.","3","2","1","2","2","2","1","3","3","2"
"43910","","Wait just a minute.  Don't Goodell and I get a wedding invite?  Maybe we want to give you an expensive gift!  YEAH RIGHT!!!!!!   We are poorer than college students now.  I think you should send us an invite anyway.  Maybe I could make a bachelor party out of it.  At least I could get drunk.  So do you have all that wedding crap stuff done or is your MAN taking care of all that?  I always heard that it was WOMAN's work anyway.

Those are fantastic grades.  You would have to ADD my old college grades together to get a 3.83, and I still think it would be a struggle.  I know you told me but I can't remember, whets is your major?  MBA?

Its good to hear about Alicia.  Is she going to grad school?

I don't know when me and my very pregnant girlfriend are getting married.  We move in together at the end of Feb.  I'm nervous about that.  I've been living alone since '97 and I just don't know why all you foolish people want to get married and live together.  I took some digital photo's of her yesterday.  I'll let you know if I get them on the web so you can take a look and make fun of me being a 40 year old father to be.","2","1","1","1","2","1","3","1","1","1"
"62496","I need your help","I still get 7-8 people every day whining about the ""trading vs marketing thing"".  Some of it is ridiculous but some of it could go away if we changed a few things.  Either we call every commercial person a trader or we periodically acknowledge the existence of marketers. I vote for the latter.  The employee presentation talked about ""trading and operations groups"", the online materials talked about ""trading staff and technology"", the ubs spokesperson today in the news article said ""625 traders and support people"", and said the traders are ""talking to customers about getting contracts in place"".  Tim's assistant tried to pull rank on my assistant because ""we are a trading company now""!! The invites for the credit and legal meetings were called ""trader meetings"".  The master agreement references the trading business.  NETCO.  In isolation, all of these things are trivial. Add it all up, we have a problem.  We lost some of our better marketers due to this issue - I don't want to lose more in 6 or 12 months.

This is not a ying-yang issue:. I am thrilled about this deal closing, but we need to fix this or else we will have a nonproductive group of expensive personnel.","1","1","2","1","1","2","2","2","3","2"
"1261975","How are you?","This whole experience must be too much fun for you...getting to work with all these young pilots (any of them single?) and struting your stuff.

The trip to Park City was fantastic.  We had some really good meals and managed two days solid days of skiing.  It actually dumped 2 feet of snow Sunday night so we had tons of powder on Monday to ski through...and to cushion our falls.  Tuesday was absolutely beautiful, sunny but still below freezing.  The views from a few of the runs at the top of the mountain were breath-taking.  Monique took all the pictures on her digital camera, so as soon as she uploads them I'll be able to check them out and order a few.  This is my first day back at work this week and it looks as though they're moving me to another floor pretty soon...too much sensitive information up here I suppose.  It's fine though because there are a few others from the trading group who declined the UBS offer and will be housed on the other floor as well, so I will have company.  I've got a couple other leads to try and track on the job front...another company in Seattle and one in Richmond, VA that my old trader Larry told me about.","2","1","2","1","1","1","1","1","1","1"
"1261171","Curriculum","Patty, Stephanie & Barbara,

I have samples of Group's VBS curriculum and Children's Church curriculum and would like to get together and see what you think.

Group's VBS this year is called Bug Safari (think ""Bug's Life"").  The bible lessons are about David and play on theme of little in size, big in spirit.  The video that can be used during refreshment time & is the basis of our Friday evening program would use Chatter the Chipmunk -- so we could reuse the adorable costume Ann Turney made.  I would like to select the curriculum with you guys before we have our volunteer luncheon (which I would like to do in late Feb or early March).   I would also like to agree on the date in mid-late July for VBS.  I think I currently have 2 weeks penciled on the church calendar.

I also have ordered samples of Group's Children's Church curriculum.  I have been struggling lately with inspiration for new lessons and som pre-prepared lessons might help us draw in additional volunteers.  Most of our volunteers are enthusiastic about helping -- but not preparing -- a children's church worship.","2","2","2","2","2","2","1","2","2","1"
"2761","Change of Control Provisions","As many of you know, I have a provision in my employment contract which provides for a payment of $20 million per year for the remaining term of my contract in the event of a change of control of Enron.  The merger with Dynegy, or a similar transaction with any other company, would trigger this provision on closing.  Assuming the merger with Dynegy is closed within 6-9 months, as we expect, this provision would entitle me to total payments of slightly more than $60 million.

Many CEOs have change of control provisions in their employment contracts and mine has been in place since 1989.  But given the current circumstances facing the company and our employees, I have been giving a lot of thought these last few days to what to do about this payment.  Initially, I thought I would use part of the funds for a foundation for our employees and take the remainder in stock and cash.  However, after talking to a number of employees this afternoon, I have decided that the best course of action would be for me to waive my right to any of this payment.  Therefore, at closing, I will receive no payments under this provision.

I know this action does not remedy the uncertainty that you and your families face.  But please know that I will continue to do everything in my power to serve the best interests of Enron's employees and shareholders.  I am still very proud of what we have built at Enron, and I want to continue working with all of you to correct the problems and restore Enron to its rightful place in the energy industry.

Thank you.","3","3","3","3","2","3","2","3","3","3"
